sameAs;Q165680;Q165680
sameAs;Q322842;Q322842
sameAs;Q126078;Q126078
sameAs;Q586715;Q586715
sameAs;17790120;17790120
sameAs;Q9158590;Q9158590
sameAs;Q586719;Q586719
sameAs;Q547132;Q547132
sameAs;17790127;17790127
sameAs;Q190626;Q190626
sameAs;Q381157;Q381157
sameAs;Q126081;Q126081
sameAs;Q190628;Q190628
sameAs;Q165693;Q165693
sameAs;Q381154;Q381154
sameAs;Q645570;Q645570
sameAs;Q586707;Q586707
sameAs;Q15410663;Q15410663
sameAs;Q586709;Q586709
sameAs;Q322862;Q322862
sameAs;Q322863;Q322863
sameAs;Q126052;Q126052
sameAs;Q126054;Q126054
sameAs;Q381161;Q381161
sameAs;Q126057;Q126057
sameAs;Q645562;Q645562
sameAs;Q322850;Q322850
sameAs;Q547114;Q547114
sameAs;Q1480985;Q1480985
sameAs;Q547160;Q547160
sameAs;18070328;18070328
sameAs;Q488382;Q488382
sameAs;19900526;19900526
sameAs;Q75913;Q75913
sameAs;18780330;18780330
sameAs;19900527;19900527
sameAs;19900528;19900528
sameAs;19900529;19900529
sameAs;19900522;19900522
sameAs;19900523;19900523
sameAs;Q572122;Q572122
sameAs;19900524;19900524
sameAs;19900525;19900525
sameAs;Q381182;Q381182
sameAs;Q572124;Q572124
sameAs;12670810;12670810
sameAs;19900521;19900521
sameAs;19060504;19060504
sameAs;Q36305;Q36305
sameAs;Q547172;Q547172
sameAs;19060509;19060509
sameAs;18070314;18070314
sameAs;Q488397;Q488397
sameAs;19060505;19060505
sameAs;18070311;18070311
sameAs;19060506;19060506
sameAs;19060508;19060508
sameAs;18780323;18780323
sameAs;07410101;07410101
sameAs;18780325;18780325
sameAs;Q75926;Q75926
sameAs;Q75927;Q75927
sameAs;18780322;18780322
sameAs;Q381199;Q381199
sameAs;19900530;19900530
sameAs;Q381194;Q381194
sameAs;Q36311;Q36311
sameAs;Q704307;Q704307
sameAs;Q645524;Q645524
sameAs;18780316;18780316
sameAs;Q322822;Q322822
sameAs;18780319;18780319
sameAs;19900508;19900508
sameAs;19900504;19900504
sameAs;19900506;19900506
sameAs;Q488369;Q488369
sameAs;18780311;18780311
sameAs;19900501;19900501
sameAs;19900502;19900502
sameAs;Q165661;Q165661
sameAs;Q2563751;Q2563751
sameAs;Q572100;Q572100
sameAs;19900503;19900503
sameAs;Q322813;Q322813
sameAs;Q645516;Q645516
sameAs;Q586737;Q586737
sameAs;18780309;18780309
sameAs;Q547153;Q547153
sameAs;Q488374;Q488374
sameAs;Q2622531;Q2622531
sameAs;17790101;17790101
sameAs;18780301;18780301
sameAs;Q190602;Q190602
sameAs;18780303;18780303
sameAs;Q75901;Q75901
sameAs;18780304;18780304
sameAs;Q488377;Q488377
sameAs;19900515;19900515
sameAs;19900516;19900516
sameAs;19900517;19900517
sameAs;19900518;19900518
sameAs;02540101;02540101
sameAs;19900511;19900511
sameAs;19900512;19900512
sameAs;Q165672;Q165672
sameAs;19900513;19900513
sameAs;Q165674;Q165674
sameAs;19060414;19060414
sameAs;Q126237;Q126237
sameAs;19060415;19060415
sameAs;19060416;19060416
sameAs;19060410;19060410
sameAs;Q659910;Q659910
sameAs;19060417;19060417
sameAs;19060418;19060418
sameAs;19060419;19060419
sameAs;Q381547;Q381547
sameAs;Q165849;Q165849
sameAs;19060424;19060424
sameAs;20110906;20110906
sameAs;19060425;19060425
sameAs;20110907;20110907
sameAs;19060426;19060426
sameAs;19060427;19060427
sameAs;19060420;19060420
sameAs;20110902;20110902
sameAs;19060421;19060421
sameAs;19060422;19060422
sameAs;20110904;20110904
sameAs;19060428;19060428
sameAs;19060429;19060429
sameAs;Q356579;Q356579
sameAs;Q659926;Q659926
sameAs;Q659924;Q659924
sameAs;16780500;16780500
sameAs;Q381552;Q381552
sameAs;20110909;20110909
sameAs;16780503;16780503
sameAs;20110916;20110916
sameAs;20110917;20110917
sameAs;20110919;20110919
sameAs;20110912;20110912
sameAs;20110913;20110913
sameAs;20110914;20110914
sameAs;Q4768331;Q4768331
sameAs;12920315;12920315
sameAs;Q586425;Q586425
sameAs;Q356568;Q356568
sameAs;Q611959;Q611959
sameAs;Q165866;Q165866
sameAs;Q283094;Q283094
sameAs;Q381561;Q381561
sameAs;Q611958;Q611958
sameAs;20110927;20110927
sameAs;16511015;16511015
sameAs;20110928;20110928
sameAs;20110929;20110929
sameAs;Q3455793;Q3455793
sameAs;Q126228;Q126228
sameAs;20110924;20110924
sameAs;20110925;20110925
sameAs;20110926;20110926
sameAs;19060401;19060401
sameAs;20110921;20110921
sameAs;20110922;20110922
sameAs;Q659943;Q659943
sameAs;19060409;19060409
sameAs;Q165879;Q165879
sameAs;18741012;18741012
sameAs;18741014;18741014
sameAs;18741011;18741011
sameAs;Q659951;Q659951
sameAs;Q586489;Q586489
sameAs;Q151231;Q151231
sameAs;18780614;18780614
sameAs;18780616;18780616
sameAs;Q356546;Q356546
sameAs;18780610;18780610
sameAs;Q611938;Q611938
sameAs;Q165801;Q165801
sameAs;18780612;18780612
sameAs;Q381586;Q381586
sameAs;Q126271;Q126271
sameAs;18741025;18741025
sameAs;18741020;18741020
sameAs;Q165809;Q165809
sameAs;18780609;18780609
sameAs;Q586479;Q586479
sameAs;18780605;18780605
sameAs;Q165813;Q165813
sameAs;Q356532;Q356532
sameAs;Q684901;Q684901
sameAs;Q126280;Q126280
sameAs;16550215;16550215
sameAs;Q611940;Q611940
sameAs;Q381594;Q381594
sameAs;Q126284;Q126284
sameAs;Q126289;Q126289
sameAs;Q126259;Q126259
sameAs;Q2911869;Q2911869
sameAs;18300817;18300817
sameAs;Q165823;Q165823
sameAs;18300810;18300810
sameAs;Q659978;Q659978
sameAs;Q356522;Q356522
sameAs;18300814;18300814
sameAs;19060430;19060430
sameAs;18741003;18741003
sameAs;18741004;18741004
sameAs;18741009;18741009
sameAs;18300807;18300807
sameAs;Q586456;Q586456
sameAs;18300808;18300808
sameAs;18741005;18741005
sameAs;18741006;18741006
sameAs;18741008;18741008
sameAs;Q356513;Q356513
sameAs;Q611927;Q611927
sameAs;18300801;18300801
sameAs;Q586450;Q586450
sameAs;Q126264;Q126264
sameAs;Q356517;Q356517
sameAs;19611204;19611204
sameAs;Q454609;Q454609
sameAs;19611206;19611206
sameAs;Q297680;Q297680
sameAs;19611207;19611207
sameAs;Q61151;Q61151
sameAs;19611201;19611201
sameAs;19611202;19611202
sameAs;19650810;19650810
sameAs;19650811;19650811
sameAs;17310319;17310319
sameAs;19650816;19650816
sameAs;Q1671357;Q1671357
sameAs;18300831;18300831
sameAs;19650818;19650818
sameAs;11200903;11200903
sameAs;19650819;19650819
sameAs;19650812;19650812
sameAs;19650813;19650813
sameAs;13450000;13450000
sameAs;Q684958;Q684958
sameAs;Q684953;Q684953
sameAs;Q75795;Q75795
sameAs;Q75796;Q75796
sameAs;Q61169;Q61169
sameAs;19611215;19611215
sameAs;19611216;19611216
sameAs;19611217;19611217
sameAs;19611218;19611218
sameAs;Q670317;Q670317
sameAs;19611211;19611211
sameAs;19611212;19611212
sameAs;Q670311;Q670311
sameAs;19611213;19611213
sameAs;19611214;19611214
sameAs;18300829;18300829
sameAs;19650822;19650822
sameAs;17310307;17310307
sameAs;19611210;19611210
sameAs;17310308;17310308
sameAs;19650827;19650827
sameAs;19650828;19650828
sameAs;18300820;18300820
sameAs;19650829;19650829
sameAs;19650823;19650823
sameAs;Q611908;Q611908
sameAs;19650824;19650824
sameAs;19650825;19650825
sameAs;19650826;19650826
sameAs;Q36195;Q36195
sameAs;Q429630;Q429630
sameAs;Q258064;Q258064
sameAs;Q429632;Q429632
sameAs;Q258067;Q258067
sameAs;19420923;19420923
sameAs;19420925;19420925
sameAs;19420927;19420927
sameAs;19420928;19420928
sameAs;19420929;19420929
sameAs;19650831;19650831
sameAs;Q454622;Q454622
sameAs;Q454624;Q454624
sameAs;Q75778;Q75778
sameAs;Q704184;Q704184
sameAs;Q684978;Q684978
sameAs;Q704188;Q704188
sameAs;Q258096;Q258096
sameAs;Q75772;Q75772
sameAs;Q258099;Q258099
sameAs;19420920;19420920
sameAs;Q75775;Q75775
sameAs;19420922;19420922
sameAs;19420912;19420912
sameAs;Q283026;Q283026
sameAs;19420913;19420913
sameAs;19420915;19420915
sameAs;19420916;19420916
sameAs;Q429619;Q429619
sameAs;19420917;19420917
sameAs;19420918;19420918
sameAs;Q454630;Q454630
sameAs;Q670333;Q670333
sameAs;Q61142;Q61142
sameAs;Q61144;Q61144
sameAs;Q704175;Q704175
sameAs;Q586495;Q586495
sameAs;Q75786;Q75786
sameAs;19420911;19420911
sameAs;19420901;19420901
sameAs;19420904;19420904
sameAs;19420905;19420905
sameAs;Q670347;Q670347
sameAs;19420906;19420906
sameAs;19420907;19420907
sameAs;19420908;19420908
sameAs;Q61199;Q61199
sameAs;Q381505;Q381505
sameAs;Q684999;Q684999
sameAs;Q2249141;Q2249141
sameAs;-03360101;-03360101
sameAs;Q283088;Q283088
sameAs;16971220;16971220
sameAs;Q381513;Q381513
sameAs;Q381515;Q381515
sameAs;07601026;07601026
sameAs;-08000101;-08000101
sameAs;Q283083;Q283083
