type;ID_TF;ID_s;ID_o;ID_p;date_start;date_end;valid;proba;polarity
pinstConf;Q926-19280618-P570-1928-06-01-1928-06-01-0.20241001;Q926;19280618;P570;1928-06-01;1928-06-01;true;0.20241001;true
pinstConf;Q937-Q68761-P26-1919-01-01-1936-12-01-0.30297;Q937;Q68761;P26;1919-01-01;1936-12-01;true;0.30297;true
pinstConf;Q937-Q76346-P26-1919-01-01-1936-12-01-0.22692999;Q937;Q76346;P26;1919-01-01;1936-12-01;true;0.22692999;true
pinstConf;Q937-Q76346-P26-1903-01-01-1919-01-01-0.1686;Q937;Q76346;P26;1903-01-01;1919-01-01;true;0.1686;true
pinstConf;Q937-18790314-P569-1879-03-01-1879-03-01-0.14371;Q937;18790314;P569;1879-03-01;1879-03-01;true;0.14371;true
pinstConf;Q937-19550418-P570-1955-04-01-1955-04-01-0.24866;Q937;19550418;P570;1955-04-01;1955-04-01;true;0.24866;false
pinstConf;Q946-19570422-P569-1957-04-01-1957-04-01-0.17921999;Q946;19570422;P569;1957-04-01;1957-04-01;true;0.17921999;false
pinstConf;Q997-19210521-P569-1921-05-01-1921-05-01-0.15259;Q997;19210521;P569;1921-05-01;1921-05-01;true;0.15259;true
pinstConf;Q997-19891214-P570-1989-12-01-1989-12-01-0.32124;Q997;19891214;P570;1989-12-01;1989-12-01;true;0.32124;true
pinstConf;Q1056-19400628-P570-1940-06-01-1940-06-01-0.25123;Q1056;19400628;P570;1940-06-01;1940-06-01;true;0.25123;true
pinstConf;Q1056-18960606-P569-1896-06-01-1896-06-01-0.1832;Q1056;18960606;P569;1896-06-01;1896-06-01;true;0.1832;true
pinstConf;Q1058-19500917-P569-1950-09-01-1950-09-01-0.47357002;Q1058;19500917;P569;1950-09-01;1950-09-01;true;0.47357002;true
pinstConf;Q1124-Q6294-P26-1975-10-01-1975-10-01-0.1744;Q1124;Q6294;P26;1975-10-01;1975-10-01;true;0.1744;false
pinstConf;Q1124-19460819-P569-1946-08-01-1946-08-01-0.17480001;Q1124;19460819;P569;1946-08-01;1946-08-01;true;0.17480001;true
pinstConf;Q1149-Q554175-P26-1942-03-01-1960-09-01-0.20192;Q1149;Q554175;P26;1942-03-01;1960-09-01;true;0.20192;true
pinstConf;Q1149-19171119-P569-1917-11-01-1917-11-01-0.20241001;Q1149;19171119;P569;1917-11-01;1917-11-01;true;0.20241001;true
pinstConf;Q1149-19841031-P570-1984-10-01-1984-10-01-0.18643;Q1149;19841031;P570;1984-10-01;1984-10-01;true;0.18643;true
pinstConf;Q1151-18031211-P569-1803-12-01-1803-12-01-0.34127;Q1151;18031211;P569;1803-12-01;1803-12-01;true;0.34127;true
pinstConf;Q1151-18690308-P570-1869-03-01-1869-03-01-0.17036;Q1151;18690308;P570;1869-03-01;1869-03-01;true;0.17036;true
pinstConf;Q1224-Q3080523-P26-1946-01-01-1946-01-01-0.25852;Q1224;Q3080523;P26;1946-01-01;1946-01-01;true;0.25852;true
pinstConf;Q1224-19201209-P569-1920-12-01-1920-12-01-0.19001;Q1224;19201209;P569;1920-12-01;1920-12-01;true;0.19001;true
pinstConf;Q1228-19180909-P569-1918-09-01-1918-09-01-0.20846;Q1228;19180909;P569;1918-09-01;1918-09-01;true;0.20846;true
pinstConf;Q1228-20120129-P570-2012-01-01-2012-01-01-0.39712998;Q1228;20120129;P570;2012-01-01;2012-01-01;true;0.39712998;true
pinstConf;Q1235-19081103-P569-1908-11-01-1908-11-01-0.32963;Q1235;19081103;P569;1908-11-01;1908-11-01;true;0.32963;true
pinstConf;Q1235-20011109-P570-2001-11-01-2001-11-01-0.20211999;Q1235;20011109;P570;2001-11-01;2001-11-01;true;0.20211999;true
pinstConf;Q1253-19440613-P569-1944-06-01-1944-06-01-0.13976;Q1253;19440613;P569;1944-06-01;1944-06-01;true;0.13976;true
pinstConf;Q1254-19380408-P569-1938-04-01-1938-04-01-0.18202999;Q1254;19380408;P569;1938-04-01;1938-04-01;true;0.18202999;true
pinstConf;Q1257-19221114-P569-1922-11-01-1922-11-01-0.15492001;Q1257;19221114;P569;1922-11-01;1922-11-01;true;0.15492001;true
pinstConf;Q1257-20160216-P570-2016-02-01-2016-02-01-0.20456;Q1257;20160216;P570;2016-02-01;2016-02-01;true;0.20456;true
pinstConf;Q1267-19050729-P569-1905-07-01-1905-07-01-0.17036;Q1267;19050729;P569;1905-07-01;1905-07-01;true;0.17036;true
pinstConf;Q1267-19610918-P570-1961-09-01-1961-09-01-0.20594999;Q1267;19610918;P570;1961-09-01;1961-09-01;true;0.20594999;true
pinstConf;Q1276-19340921-P569-1934-09-01-1934-09-01-0.47954002;Q1276;19340921;P569;1934-09-01;1934-09-01;true;0.47954002;true
pinstConf;Q1317-19570310-P569-1957-03-01-1957-03-01-0.18421;Q1317;19570310;P569;1957-03-01;1957-03-01;true;0.18421;true
pinstConf;Q1317-20110502-P570-2011-05-01-2011-05-01-0.18421;Q1317;20110502;P570;2011-05-01;2011-05-01;true;0.18421;true
pinstConf;Q1319-18501116-P569-1850-11-01-1850-11-01-0.14624;Q1319;18501116;P569;1850-11-01;1850-11-01;true;0.14624;true
pinstConf;Q1319-19010712-P570-1901-07-01-1901-07-01-0.34289998;Q1319;19010712;P570;1901-07-01;1901-07-01;true;0.34289998;true
pinstConf;Q1320-18450426-P569-1845-04-01-1845-04-01-0.2764;Q1320;18450426;P569;1845-04-01;1845-04-01;true;0.2764;true
pinstConf;Q1320-19221008-P570-1922-10-01-1922-10-01-0.20009999;Q1320;19221008;P570;1922-10-01;1922-10-01;true;0.20009999;true
pinstConf;Q1325-18990508-P569-1899-05-01-1899-05-01-0.16353;Q1325;18990508;P569;1899-05-01;1899-05-01;true;0.16353;true
pinstConf;Q1325-19920323-P570-1992-03-01-1992-03-01-0.14539;Q1325;19920323;P570;1992-03-01;1992-03-01;true;0.14539;true
pinstConf;Q1330-18541122-P570-1854-11-01-1854-11-01-0.42189997;Q1330;18541122;P570;1854-11-01;1854-11-01;true;0.42189997;true
pinstConf;Q1330-17860820-P569-1786-08-01-1786-08-01-0.30667;Q1330;17860820;P569;1786-08-01;1786-08-01;true;0.30667;true
pinstConf;Q1339-Q57212-P26-1721-12-01-1721-12-01-0.42259997;Q1339;Q57212;P26;1721-12-01;1721-12-01;true;0.42259997;true
pinstConf;Q1339-Q57487-P26-1721-12-01-1720-01-01-0.28731;Q1339;Q57487;P26;1721-12-01;1720-01-01;true;0.28731;true
pinstConf;Q1339-Q57487-P26-1707-10-01-1707-10-01-0.15361;Q1339;Q57487;P26;1707-10-01;1707-10-01;true;0.15361;true
pinstConf;Q1339-Q61972-P108-1703-01-01-1703-08-01-0.42259997;Q1339;Q61972;P108;1703-01-01;1703-08-01;true;0.42259997;true
pinstConf;Q1339-Q798194-P108-1703-01-01-1703-08-01-0.13944;Q1339;Q798194;P108;1703-01-01;1703-08-01;true;0.13944;true
pinstConf;Q1339-Q798194-P108-1703-08-01-1707-01-01-0.3562;Q1339;Q798194;P108;1703-08-01;1707-01-01;true;0.3562;true
pinstConf;Q1339-Q1230608-P108-1703-01-01-1703-08-01-0.186;Q1339;Q1230608;P108;1703-01-01;1703-08-01;true;0.186;true
pinstConf;Q1339-Q1230608-P108-1703-08-01-1707-01-01-0.15458;Q1339;Q1230608;P108;1703-08-01;1707-01-01;true;0.15458;true
pinstConf;Q1339-Q61689-P108-1703-01-01-1703-08-01-0.16898;Q1339;Q61689;P108;1703-01-01;1703-08-01;true;0.16898;true
pinstConf;Q1339-Q61689-P108-1703-08-01-1707-01-01-0.29031;Q1339;Q61689;P108;1703-08-01;1707-01-01;true;0.29031;true
pinstConf;Q1339-Q699668-P108-1703-01-01-1703-08-01-0.24560001;Q1339;Q699668;P108;1703-01-01;1703-08-01;true;0.24560001;true
pinstConf;Q1339-Q699668-P108-1703-08-01-1707-01-01-0.15949;Q1339;Q699668;P108;1703-08-01;1707-01-01;true;0.15949;true
pinstConf;Q1339-Q53438-P108-1703-01-01-1703-08-01-0.19422999;Q1339;Q53438;P108;1703-01-01;1703-08-01;true;0.19422999;true
pinstConf;Q1339-Q53438-P108-1703-08-01-1707-01-01-0.48988;Q1339;Q53438;P108;1703-08-01;1707-01-01;true;0.48988;true
pinstConf;Q1339-Q53438-P108-1736-11-01-1736-11-01-0.27949;Q1339;Q53438;P108;1736-11-01;1736-11-01;true;0.27949;true
pinstConf;Q1339-17500728-P570-1750-07-01-1750-07-01-0.15638;Q1339;17500728;P570;1750-07-01;1750-07-01;true;0.15638;false
pinstConf;Q1339-16850321-P569-1685-03-01-1685-03-01-0.14874999;Q1339;16850321;P569;1685-03-01;1685-03-01;true;0.14874999;true
pinstConf;Q1339-16850331-P569-1685-03-01-1685-03-01-0.27839;Q1339;16850331;P569;1685-03-01;1685-03-01;true;0.27839;true
pinstConf;Q1381-19471001-P569-1947-10-01-1947-10-01-0.17582999;Q1381;19471001;P569;1947-10-01;1947-10-01;true;0.17582999;true
pinstConf;Q1381-20090407-P570-2009-04-01-2009-04-01-0.24102001;Q1381;20090407;P570;2009-04-01;2009-04-01;true;0.24102001;true
pinstConf;Q1405-00140819-P570-0014-08-01-0014-08-01-0.28574;Q1405;00140819;P570;0014-08-01;0014-08-01;true;0.28574;true
pinstConf;Q1416-00320428-P569-0032-04-01-0032-04-01-0.76004;Q1416;00320428;P569;0032-04-01;0032-04-01;true;0.76004;true
pinstConf;Q1416-00690416-P570-0069-04-01-0069-04-01-0.16034;Q1416;00690416;P570;0069-04-01;0069-04-01;true;0.16034;false
pinstConf;Q1421-00391230-P569-0039-12-01-0039-12-01-0.19197;Q1421;00391230;P569;0039-12-01;0039-12-01;true;0.19197;true
pinstConf;Q1421-00810913-P570-0081-09-01-0081-09-01-0.15259;Q1421;00810913;P570;0081-09-01;0081-09-01;true;0.15259;true
pinstConf;Q1427-00760124-P569-0076-01-01-0076-01-01-0.18421;Q1427;00760124;P569;0076-01-01;0076-01-01;true;0.18421;true
pinstConf;Q1427-01380710-P570-0138-07-01-0138-07-01-0.19532;Q1427;01380710;P570;0138-07-01;0138-07-01;true;0.19532;true
pinstConf;Q1446-01880404-P569-0188-04-01-0188-04-01-0.21928;Q1446;01880404;P569;0188-04-01;0188-04-01;true;0.21928;true
pinstConf;Q1446-02170408-P570-0217-04-01-0217-04-01-0.16493;Q1446;02170408;P570;0217-04-01;0217-04-01;true;0.16493;true
pinstConf;Q1463-19170911-P569-1917-09-01-1917-09-01-0.19395;Q1463;19170911;P569;1917-09-01;1917-09-01;true;0.19395;true
pinstConf;Q1463-19890928-P570-1989-09-01-1989-09-01-0.23982999;Q1463;19890928;P570;1989-09-01;1989-09-01;true;0.23982999;true
pinstConf;Q1464-19600208-P569-1960-02-01-1960-02-01-0.22634001;Q1464;19600208;P569;1960-02-01;1960-02-01;true;0.22634001;true
pinstConf;Q1488-19090331-P569-1909-03-01-1909-03-01-0.22253;Q1488;19090331;P569;1909-03-01;1909-03-01;true;0.22253;false
pinstConf;Q1488-19450206-P570-1945-02-01-1945-02-01-0.39176;Q1488;19450206;P570;1945-02-01;1945-02-01;true;0.39176;true
pinstConf;Q1500-18610619-P569-1861-06-01-1861-06-01-0.24368998;Q1500;18610619;P569;1861-06-01;1861-06-01;true;0.24368998;true
pinstConf;Q1500-18961230-P570-1896-12-01-1896-12-01-0.23271;Q1500;18961230;P570;1896-12-01;1896-12-01;true;0.23271;true
pinstConf;Q1503-18780819-P569-1878-08-01-1878-08-01-0.31026;Q1503;18780819;P569;1878-08-01;1878-08-01;true;0.31026;true
pinstConf;Q1503-19440801-P570-1944-08-01-1944-08-01-0.15764001;Q1503;19440801;P570;1944-08-01;1944-08-01;true;0.15764001;true
pinstConf;Q1511-18130522-P569-1813-05-01-1813-05-01-0.17097;Q1511;18130522;P569;1813-05-01;1813-05-01;true;0.17097;true
pinstConf;Q1511-18830213-P570-1883-02-01-1883-02-01-0.27115;Q1511;18830213;P570;1883-02-01;1883-02-01;true;0.27115;true
pinstConf;Q1638-19230714-P569-1923-07-01-1923-07-01-0.14261;Q1638;19230714;P569;1923-07-01;1923-07-01;true;0.14261;true
pinstConf;Q1638-19991107-P570-1999-11-01-1999-11-01-0.42766;Q1638;19991107;P570;1999-11-01;1999-11-01;true;0.42766;true
pinstConf;Q1646-19350621-P569-1935-06-01-1935-06-01-0.60725003;Q1646;19350621;P569;1935-06-01;1935-06-01;true;0.60725003;true
pinstConf;Q1646-20040924-P570-2004-09-01-2004-09-01-0.32397002;Q1646;20040924;P570;2004-09-01;2004-09-01;true;0.32397002;true
pinstConf;Q1672-19891124-P569-1989-11-01-1989-11-01-0.23763001;Q1672;19891124;P569;1989-11-01;1989-11-01;true;0.23763001;true
pinstConf;Q1681-19881002-P569-1988-10-01-1988-10-01-0.52159;Q1681;19881002;P569;1988-10-01;1988-10-01;true;0.52159;true
pinstConf;Q1691-19840725-P569-1984-07-01-1984-07-01-0.26006;Q1691;19840725;P569;1984-07-01;1984-07-01;true;0.26006;true
pinstConf;Q1712-19910614-P569-1991-06-01-1991-06-01-0.27857;Q1712;19910614;P569;1991-06-01;1991-06-01;true;0.27857;true
pinstConf;Q1738-19871003-P569-1987-10-01-1987-10-01-0.33714002;Q1738;19871003;P569;1987-10-01;1987-10-01;true;0.33714002;true
pinstConf;Q1747-19880325-P569-1988-03-01-1988-03-01-0.15665999;Q1747;19880325;P569;1988-03-01;1988-03-01;true;0.15665999;true
pinstConf;Q1753-19760814-P569-1976-08-01-1976-08-01-0.26612002;Q1753;19760814;P569;1976-08-01;1976-08-01;true;0.26612002;true
pinstConf;Q1755-19810830-P569-1981-08-01-1981-08-01-0.1886;Q1755;19810830;P569;1981-08-01;1981-08-01;true;0.1886;true
pinstConf;Q1789-19880121-P569-1988-01-01-1988-01-01-0.1866;Q1789;19880121;P569;1988-01-01;1988-01-01;true;0.1866;false
pinstConf;Q1802-19520205-P569-1952-02-01-1952-02-01-0.15326999;Q1802;19520205;P569;1952-02-01;1952-02-01;true;0.15326999;true
pinstConf;Q1802-19860114-P570-1986-01-01-1986-01-01-0.21217999;Q1802;19860114;P570;1986-01-01;1986-01-01;true;0.21217999;true
pinstConf;Q1804-19300609-P569-1930-06-01-1930-06-01-0.15123;Q1804;19300609;P569;1930-06-01;1930-06-01;true;0.15123;true
pinstConf;Q1804-19971124-P570-1997-11-01-1997-11-01-0.3596;Q1804;19971124;P570;1997-11-01;1997-11-01;true;0.3596;true
pinstConf;Q1812-02250120-P569-0225-01-01-0225-01-01-0.17013;Q1812;02250120;P569;0225-01-01;0225-01-01;true;0.17013;true
pinstConf;Q1812-02440211-P570-0244-02-01-0244-02-01-0.20348;Q1812;02440211;P570;0244-02-01;0244-02-01;true;0.20348;true
pinstConf;Q1817-02490101-P570-0249-01-01-0249-01-01-0.2887;Q1817;02490101;P570;0249-01-01;0249-01-01;true;0.2887;true
pinstConf;Q1817-02040101-P569-0204-01-01-0204-01-01-0.22286999;Q1817;02040101;P569;0204-01-01;0204-01-01;true;0.22286999;true
pinstConf;Q1835-Q1450568-P54-1988-01-01-1989-01-01-0.30095;Q1835;Q1450568;P54;1988-01-01;1989-01-01;true;0.30095;true
pinstConf;Q1835-Q1450557-P54-1988-01-01-1989-01-01-0.26728;Q1835;Q1450557;P54;1988-01-01;1989-01-01;true;0.26728;true
pinstConf;Q1835-Q1450557-P54-1989-01-01-1990-01-01-0.58753;Q1835;Q1450557;P54;1989-01-01;1990-01-01;true;0.58753;true
pinstConf;Q1835-Q1277549-P54-1988-01-01-1989-01-01-0.31173;Q1835;Q1277549;P54;1988-01-01;1989-01-01;true;0.31173;true
pinstConf;Q1835-Q1277549-P54-1989-01-01-1990-01-01-0.16405;Q1835;Q1277549;P54;1989-01-01;1990-01-01;true;0.16405;false
pinstConf;Q1835-Q1277549-P54-1990-01-01-1994-01-01-0.36554;Q1835;Q1277549;P54;1990-01-01;1994-01-01;true;0.36554;true
pinstConf;Q1835-Q3590024-P54-1988-01-01-1989-01-01-0.25867;Q1835;Q3590024;P54;1988-01-01;1989-01-01;true;0.25867;true
pinstConf;Q1835-Q3590024-P54-1989-01-01-1990-01-01-0.25713998;Q1835;Q3590024;P54;1989-01-01;1990-01-01;true;0.25713998;true
pinstConf;Q1835-Q3590024-P54-1990-01-01-1994-01-01-0.15977;Q1835;Q3590024;P54;1990-01-01;1994-01-01;true;0.15977;true
pinstConf;Q1835-Q3590024-P54-1995-01-01-1995-01-01-0.68113;Q1835;Q3590024;P54;1995-01-01;1995-01-01;true;0.68113;true
pinstConf;Q1835-Q8682-P54-1988-01-01-1989-01-01-0.31272;Q1835;Q8682;P54;1988-01-01;1989-01-01;true;0.31272;true
pinstConf;Q1835-Q8682-P54-1989-01-01-1990-01-01-0.26226002;Q1835;Q8682;P54;1989-01-01;1990-01-01;true;0.26226002;true
pinstConf;Q1835-Q8682-P54-1990-01-01-1994-01-01-0.14552;Q1835;Q8682;P54;1990-01-01;1994-01-01;true;0.14552;true
pinstConf;Q1835-Q8682-P54-1995-01-01-1995-01-01-0.18228;Q1835;Q8682;P54;1995-01-01;1995-01-01;true;0.18228;true
pinstConf;Q1835-Q1422-P54-1988-01-01-1989-01-01-0.15878001;Q1835;Q1422;P54;1988-01-01;1989-01-01;true;0.15878001;true
pinstConf;Q1835-Q1422-P54-1989-01-01-1990-01-01-0.17719;Q1835;Q1422;P54;1989-01-01;1990-01-01;true;0.17719;true
pinstConf;Q1835-Q1422-P54-1990-01-01-1994-01-01-0.18789999;Q1835;Q1422;P54;1990-01-01;1994-01-01;true;0.18789999;true
pinstConf;Q1835-Q1422-P54-1995-01-01-1995-01-01-0.81113994;Q1835;Q1422;P54;1995-01-01;1995-01-01;true;0.81113994;true
pinstConf;Q1835-Q47774-P54-1988-01-01-1989-01-01-0.19514;Q1835;Q47774;P54;1988-01-01;1989-01-01;true;0.19514;true
pinstConf;Q1835-Q47774-P54-1989-01-01-1990-01-01-0.21375999;Q1835;Q47774;P54;1989-01-01;1990-01-01;true;0.21375999;true
pinstConf;Q1835-Q47774-P54-1990-01-01-1994-01-01-0.21708;Q1835;Q47774;P54;1990-01-01;1994-01-01;true;0.21708;true
pinstConf;Q1835-Q47774-P54-1995-01-01-1995-01-01-0.14052;Q1835;Q47774;P54;1995-01-01;1995-01-01;true;0.14052;true
pinstConf;Q1835-Q172476-P54-1988-01-01-1989-01-01-0.18012;Q1835;Q172476;P54;1988-01-01;1989-01-01;true;0.18012;false
pinstConf;Q1835-Q172476-P54-1989-01-01-1990-01-01-0.14083001;Q1835;Q172476;P54;1989-01-01;1990-01-01;true;0.14083001;true
pinstConf;Q1835-Q172476-P54-1990-01-01-1994-01-01-0.14261;Q1835;Q172476;P54;1990-01-01;1994-01-01;true;0.14261;true
pinstConf;Q1835-Q172476-P54-1995-01-01-1995-01-01-0.32287;Q1835;Q172476;P54;1995-01-01;1995-01-01;true;0.32287;true
pinstConf;Q1835-19720623-P569-1972-06-01-1972-06-01-0.25415;Q1835;19720623;P569;1972-06-01;1972-06-01;true;0.25415;true
pinstConf;Q1839-Q19513-P54-1983-01-01-1991-01-01-0.19624999;Q1839;Q19513;P54;1983-01-01;1991-01-01;true;0.19624999;true
pinstConf;Q1839-Q7156-P54-1983-01-01-1991-01-01-0.14988;Q1839;Q7156;P54;1983-01-01;1991-01-01;true;0.14988;false
pinstConf;Q1839-Q7156-P54-1996-01-01-1997-01-01-0.20318;Q1839;Q7156;P54;1996-01-01;1997-01-01;true;0.20318;true
pinstConf;Q1839-Q182876-P54-1983-01-01-1991-01-01-0.27622002;Q1839;Q182876;P54;1983-01-01;1991-01-01;true;0.27622002;true
pinstConf;Q1839-Q182876-P54-1996-01-01-1997-01-01-0.14019999;Q1839;Q182876;P54;1996-01-01;1997-01-01;true;0.14019999;true
pinstConf;Q1839-Q182876-P54-1995-01-01-1996-01-01-0.15568;Q1839;Q182876;P54;1995-01-01;1996-01-01;true;0.15568;true
pinstConf;Q1839-Q19521-P54-1983-01-01-1991-01-01-0.71300995;Q1839;Q19521;P54;1983-01-01;1991-01-01;true;0.71300995;true
pinstConf;Q1839-Q19521-P54-1996-01-01-1997-01-01-0.24451001;Q1839;Q19521;P54;1996-01-01;1997-01-01;true;0.24451001;false
pinstConf;Q1839-Q19521-P54-1995-01-01-1996-01-01-0.26711;Q1839;Q19521;P54;1995-01-01;1996-01-01;true;0.26711;true
pinstConf;Q1839-Q19521-P54-1993-01-01-1995-01-01-0.1407;Q1839;Q19521;P54;1993-01-01;1995-01-01;true;0.1407;true
pinstConf;Q1839-Q132885-P54-1983-01-01-1991-01-01-0.16317001;Q1839;Q132885;P54;1983-01-01;1991-01-01;true;0.16317001;true
